Data from 20W_HR4D08211__17__0067.txt Node

Date: Wed Aug 13 17:54:27 CEST 2025
User: kalos
Spectrometer: HR4D0821
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
747.247	-51.15
747.376	-51.15
747.505	-51.15
747.634	-48.15
747.763	-9.15
747.893	17.85
748.022	-2.15
748.151	13.85
748.28	-2.15
748.409	-24.15
748.538	-17.15
748.667	14.85
748.796	-23.15
748.925	-12.15
749.054	11.85
749.183	-3.15
749.312	21.85
749.441	3.85
749.57	28.85
749.699	9.85
749.828	4.85
749.957	-24.15
750.086	4.85
750.215	-7.15
750.344	-0.15
750.473	-10.15
750.602	-15.15
750.731	-5.15
750.86	-3.15
750.989	18.85
751.118	5.85
751.247	6.85
751.376	17.85
751.505	16.85
751.634	-11.15
751.763	8.85
751.892	15.85
752.021	19.85
752.15	25.85
752.279	14.85
752.407	-18.15
752.536	-13.15
752.665	11.85
752.794	-7.15
752.923	21.85
753.052	8.85
753.181	3.85
753.31	-19.15
753.438	23.85
753.567	-10.15
753.696	12.85
753.825	-7.15
753.954	-3.15
754.083	0.85
754.211	-7.15
754.34	18.85
754.469	10.85
754.598	5.85
754.727	-8.15
754.855	3.85
754.984	16.85
755.113	6.85
755.242	-0.15
755.371	1.85
755.499	12.85
755.628	-21.15
755.757	8.85
755.886	-16.15
756.014	28.85
756.143	-8.15
756.272	2.85
756.4	15.85
756.529	-1.15
756.658	11.85
756.787	8.85
756.915	9.85
757.044	0.85
757.173	-27.15
757.301	8.85
757.43	2.85
757.559	3.85
757.687	0.85
757.816	-20.15
757.945	17.85
758.073	0.85
758.202	-3.15
758.33	20.85
758.459	2.85
758.588	4.85
758.716	1.85
758.845	2.85
758.974	-7.15
759.102	-7.15
759.231	16.85
759.359	21.85
759.488	0.85
759.616	19.85
759.745	-5.15
759.874	-11.15
760.002	-5.15
760.131	-16.15
760.259	31.85
760.388	19.85
760.516	0.85
760.645	-8.15
760.773	23.85
760.902	17.85
761.03	16.85
761.159	3.85
761.287	15.85
761.416	23.85
761.544	7.85
761.673	17.85
761.801	7.85
761.93	0.85
762.058	0.85
762.187	3.85
762.315	-16.15
762.444	-0.15
762.572	37.85
762.7	17.85
762.829	12.85
762.957	-13.15
763.086	8.85
763.214	3.85
763.343	12.85
763.471	-10.15
763.599	-7.15
763.728	0.85
763.856	19.85
763.985	0.85
764.113	2.85
764.241	19.85
764.37	13.85
764.498	-17.15
764.626	-1.15
764.755	16.85
764.883	15.85
765.011	-10.15
765.14	9.85
765.268	-0.15
765.396	-28.15
765.525	21.85
765.653	14.85
765.781	3.85
765.909	-4.15
766.038	12.85
766.166	-7.15
766.294	8.85
766.423	2.85
766.551	12.85
766.679	12.85
766.807	18.85
766.936	5.85
767.064	3.85
767.192	2.85
767.32	14.85
767.448	-2.15
767.577	13.85
767.705	-13.15
767.833	-8.15
767.961	12.85
768.089	26.85
768.218	24.85
768.346	7.85
768.474	-6.15
768.602	-0.15
768.73	-17.15
768.858	-9.15
768.987	0.85
769.115	5.85
769.243	-5.15
769.371	-8.15
769.499	1.85
769.627	11.85
769.755	-11.15
769.883	3.85
770.012	-1.15
770.14	1.85
770.268	15.85
770.396	24.85
770.524	28.85
770.652	15.85
770.78	-9.15
770.908	9.85
771.036	-5.15
771.164	9.85
771.292	-3.15
771.42	-21.15
771.548	-1.15
771.676	0.85
771.804	1.85
771.932	-0.15
772.06	17.85
772.188	24.85
772.316	29.85
772.444	14.85
772.572	-22.15
772.7	17.85
772.828	4.85
772.956	14.85
773.084	4.85
773.212	-5.15
773.34	13.85
773.468	10.85
773.596	-3.15
773.724	29.85
773.852	-4.15
773.98	12.85
774.108	8.85
774.236	-18.15
774.364	8.85
774.491	0.85
774.619	7.85
774.747	-9.15
774.875	-21.15
775.003	5.85
775.131	-19.15
775.259	-1.15
775.387	-19.15
775.514	2.85
775.642	9.85
775.77	6.85
775.898	-2.15
776.026	9.85
776.154	9.85
776.281	0.85
776.409	4.85
776.537	-1.15
776.665	25.85
776.793	7.85
776.92	12.85
777.048	1.85
777.176	1.85
777.304	-14.15
777.432	6.85
777.559	-14.15
777.687	-4.15
777.815	14.85
777.943	-1.15
778.07	-3.15
778.198	-21.15
778.326	-2.15
778.453	26.85
778.581	-6.15
778.709	19.85
778.837	14.85
